idx	tier	date	link	insts	venue	title
948	C	2023-06	10.3724/sp.j.1089.2023.19461	Institute of Computing Technology; University of Chinese Academy of Sciences	Journal of Computer-Aided Design & Compu	Design and Training of Binarized Neural Networks for Highly Efficient Accelerators
949	C	2023-06	10.1109/cvpr52729.2023.00085	Google (United States); ETH Zurich; Max Planck Institute for Intelligent Systems; Nomor Research (Germany)		OpenScene: 3D Scene Understanding with Open Vocabularies
950	C	2023-06	10.1109/cvpr52729.2023.02205	Sungkyunkwan University; Teylers Museum		Query - Dependent Video Representation for Moment Retrieval and Highlight Detection
951	C	2023-05	arxiv.org/abs/2305.19167v1	Politecnico di Torino; University of Bologna; KU Leuven; ETH Zurich	Future Generation Computer Systems	Reduced Precision Floating-Point Optimization for Deep Neural Network On-Device Learning on MicroControllers
952	A	2023-05	arxiv.org/abs/2305.18794v1	?	arXiv (Cornell University)	Understanding temporally weakly supervised training: A case study for keyword spotting
953	C	2023-05	arxiv.org/abs/2305.17706v1	?	arXiv (Cornell University)	Spot keywords from very noisy and mixed speech
954	C	2023-05	10.1109/iciba56860.2023.10165235	State Key Laboratory of Mobile Networks and Mobile Multimedia Technology		An Efficient Keywords Spotting System with Speaker Verification based on Binary Neural Networks
955	A	2023-05	arxiv.org/abs/2305.12331v3	?		DCCRN-KWS: an audio bias based model for noise robust small-footprint keyword spotting
956	A	2023-05	10.1109/iscas46773.2023.10181602	SIB Swiss Institute of Bioinformatics; University of Zurich; ETH Zurich; Delft University of Technology		An Area-Efficient Ultra-Low-Power Time-Domain Feature Extractor for Edge Keyword Spotting
957	A	2023-05	10.1109/iscas46773.2023.10181596	Agency for Science, Technology and Research; Nanyang Technological University; Institute of Microelectronics		A 110nW Always-on Keyword Spotting Chip using Spiking CNN in 40nm CMOS
958	C	2023-05	10.1109/iscas46773.2023.10182025	National Tsing Hua University		Fast and Accurate Detection of Audio Adversarial Examples
959	A	2023-05	arxiv.org/abs/2305.13332v1	?	arXiv (Cornell University)	Conditional Online Learning for Keyword Spotting
960	A	2023-05	arxiv.org/abs/2305.10816v3	Fraunhofer Institute for Communication, Information Processing and Ergonomics		TACos: Learning Temporally Structured Embeddings for Few-Shot Keyword Spotting with Dynamic Time Warping
961	C	2023-05	arxiv.org/abs/2305.11013v1	?	arXiv (Cornell University)	FunASR: A Fundamental End-to-End Speech Recognition Toolkit
962	N	2023-05	10.1007/s00521-023-08620-y	Universitat Politècnica de València	Neural Computing and Applications	Lexicon-based probabilistic indexing of handwritten text images
963	N	2023-05	arxiv.org/abs/2305.05443v1	?	arXiv (Cornell University)	An Exploration into the Performance of Unsupervised Cross-Task Speech Representations for "In the Wild'' Edge Applications
964	A	2023-05	arxiv.org/abs/2305.05110v1	Amazon (United States)		Semi-Supervised Federated Learning for Keyword Spotting
965	C	2023-05	10.1145/3587135.3592204	University of British Columbia		T-RecX
966	A	2023-05	10.1109/icassp49357.2023.10097174	Commissariat à l'Énergie Atomique et aux Énergies Alternatives; CEA Grenoble; Spintronique et Technologie des Composants; Université Grenoble Alpes		Leveraging Sparsity with Spiking Recurrent Neural Networks for Energy-Efficient Keyword Spotting
967	A	2023-05	10.1109/icassp49357.2023.10094747	University Town of Shenzhen; Tsinghua University; Chinese University of Hong Kong; Peng Cheng Laboratory		Keyword-Specific Acoustic Model Pruning for Open-Vocabulary Keyword Spotting
968	A	2023-05	10.1109/icassp49357.2023.10096479	University of Edinburgh		Efficient Intelligibility Evaluation Using Keyword Spotting: A Study on Audio-Visual Speech Enhancement
969	C	2023-05	10.1109/icassp49357.2023.10096184	Apple (United Kingdom)		Less Is More: A Unified Architecture for Device-Directed Speech Detection with Multiple Invocation Types
970	B	2023-05	10.1109/icassp49357.2023.10096103	Ghent University; iMinds; Indian Institute of Technology Kanpur		Simultaneously Learning Robust Audio Embeddings and Balanced Hash Codes for Query-by-Example
971	N	2023-05	arxiv.org/abs/2305.03058v1	?	arXiv (Cornell University)	Plug-and-Play Multilingual Few-shot Spoken Words Recognition
972	A	2023-05	10.1109/icwr57742.2023.10139277	Shahid Beheshti University		A Persian Wake Word Detection System Based on the Fine Tuning of A Universal Phone Decoder and Levenshtein Distance
973	A	2023-05	arxiv.org/abs/2305.01170v1	Nanyang Technological University; Alibaba Group (United States)		Contrastive Speech Mixup for Low-resource Keyword Spotting
974	A	2023-05	10.23919/cje.2021.00.198	South China University of Technology	Chinese Journal of Electronics	A Novel Re-weighted CTC Loss for Data Imbalance in Speech Keyword Spotting
975	A	2023-05	10.1088/1742-6596/2506/1/012003	Beijing Language and Culture University; Beijing Forestry University	Journal of Physics Conference Series	Broadcast Attention Learning for Real Telephone Speech Keyword Spotting
976	C	2023-04	10.5281/zenodo.7872796	?	Zenodo (CERN European Organization for N	Preprocessed Datasets for "Synthesizing Trajectory Queries from Examples" at CAV 2023
977	A	2023-04	arxiv.org/abs/2304.12183v1	Amazon (United States); New York University		Small-footprint slimmable networks for keyword spotting
978	C	2023-04	10.1109/icccs57501.2023.10151378	Sun Yat-sen University		A $2.81\mu \mathrm{W}$, Energy Efficient MFCC Feature Extractor for Keyword-Spotting in 65nm CMOS
979	A	2023-04	arxiv.org/abs/2304.09585v1	Fraunhofer Institute for Digital Media Technology; Hearing4all		Multilingual Query-by-Example Keyword Spotting with Metric Learning and Phoneme-to-Embedding Mapping
980	A	2023-04	10.11113/jurnalteknologi.v85.18744	University of Technology Malaysia	Jurnal Teknologi	KEYWORD SPOTTING SYSTEM WITH NANO 33 BLE SENSE USING EMBEDDED MACHINE LEARNING APPROACH
981	A	2023-04	10.1109/coolchips57690.2023.10121981	Korea Aerospace University		A Real-Time Keyword Spotting System Based on an End-To-End Binary Convolutional Neural Network in FPGA
982	A	2023-04	arxiv.org/abs/2304.08541v1	?	arXiv (Cornell University)	How Tiny Can Analog Filterbank Features Be Made for Ultra-low-power On-device Keyword Spotting?
983	C	2023-04	10.1145/3591867	Delft University of Technology; Nokia (United Kingdom)	ACM Transactions on Software Engineering	Tiny, Always-on, and Fragile: Bias Propagation through Design Choices in On-device Machine Learning Workflows
984	C	2023-04	arxiv.org/abs/2304.03940v1	?	arXiv (Cornell University)	Unsupervised Speech Representation Pooling Using Vector Quantization
985	C	2023-04	arxiv.org/abs/2304.03416v1	Samsung (United States)		To Wake-up or Not to Wake-up: Reducing Keyword False Alarm by Successive Refinement
986	A	2023-04	10.1007/s42979-023-01754-9	Indian Institute of Technology Kharagpur	SN Computer Science	A Novel Zero-Resource Spoken Term Detection Using Affinity Kernel Propagation with Acoustic Feature Map
987	A	2023-04	arxiv.org/abs/2304.01905v2	Amazon (United States)		Dual-Attention Neural Transducers for Efficient Wake Word Spotting in Speech Recognition
988	C	2023-04	10.1109/cicc57935.2023.10121228	Southeast University		A 608nW Near-Microphone Keyword-Spotting Chip Using Real-Point Serial FFT-Based MFCC and Temporal Depthwise Separable CNN in 28nm CMOS
989	C	2023-04	10.1109/cicc57935.2023.10121315	Peking University		A A 22nm 0.43pJ/SOP Sparsity-Aware In-Memory Neuromorphic Computing System with Hybrid Spiking and Artificial Neural Network and Configurable Topology
990	C	2023-04	10.23919/date56975.2023.10136960	Swiss Center for Electronics and Microtechnology (Switzerland); ETH Zurich		An Ultra-Low-Power Serial Implementation for Sigmoid and Tanh Using CORDIC Algorithm
991	C	2023-04	10.5281/zenodo.4718455	Twin Cities Orthopedics	Zenodo (CERN European Organization for N	Landslide Victories
992	C	2023-04	10.1109/icde55515.2023.00134	Case Western Reserve University		GALE: Active Adversarial Learning for Erroneous Node Detection in Graphs
993	C	2023-04	10.17586/2226-1494-2023-23-2-271-278	Weatherford College; St Petersburg University	Scientific and technical journal of info	Multiple context-free path querying by matrix multiplication
994	C	2023-04	10.1353/cbq.2023.0053	?	The Catholic Biblical quarterly	An Introduction to Early Judaism by James C. Vanderkam
995	A	2023-03	10.1007/s11042-023-14617-5	National Central University	Multimedia Tools and Applications	Speech densely connected convolutional networks for small-footprint keyword spotting
996	N	2023-03	arxiv.org/abs/2303.16621v2	Lebanese American University	ACM Transactions on Asian and Low-Resour	AraSpot: Arabic Spoken Command Spotting
997	C	2023-03	10.1109/icscds56580.2023.10104720	KPR Institute of Engineering and Technology		Using Machine Learning to Identify Instances of Cyberbullying on Social Media
998	C	2023-03	10.21203/rs.3.rs-2651639/v1	Commissariat à l'Énergie Atomique et aux Énergies Alternatives; Laboratoire d'Électronique des Technologies de l'Information; Université Grenoble Alpes; ETH Zurich	Research Square	The neuromorphic Mosaic: in-memory computing and routing for small-world graphical networks
999	A	2023-03	arxiv.org/abs/2303.10912v1	?	Interspeech 2022	Exploring Representation Learning for Small-Footprint Keyword Spotting
1000	A	2023-03	10.1049/cit2.12212	Shenzhen University; Peking University; Peking University Shenzhen Hospital; Sichuan University	CAAI Transactions on Intelligence Techno	Audio–visual keyword transformer for unconstrained sentence‐level keyword spotting
1001	C	2023-03	arxiv.org/abs/2303.10539v1	?		Textless Speech-to-Music Retrieval Using Emotion Similarity
1002	A	2023-03	arxiv.org/abs/2303.07592v1	LG (United States); LG (South Korea)		Lightweight feature encoder for wake-up word detection based on self-supervised speech representation
1003	C	2023-03	arxiv.org/abs/2303.06326v1	?		The Multimodal Information based Speech Processing (MISP) 2022 Challenge: Audio-Visual Diarization and Recognition
1004	N	2023-03	arxiv.org/abs/2303.04440v2	?		HyT-NAS: Hybrid Transformers Neural Architecture Search for Edge Devices
1005	C	2023-03	arxiv.org/abs/2303.04255v1	Rutgers, The State University of New Jersey; Amazon (United States)		Self-supervised speech representation learning for keyword-spotting with light-weight transformers
1006	N	2023-03	arxiv.org/abs/2303.03127v1	?	arXiv (Cornell University)	ST-KeyS: Self-Supervised Transformer for Keyword Spotting in Historical Handwritten Documents
1007	C	2023-03	10.1007/s11222-023-10206-6	University of Maryland, College Park; Johns Hopkins University	Statistics and Computing	Subgraph nomination: query by example subgraph retrieval in networks
1008	C	2023-03	arxiv.org/abs/2303.02284v1	Amazon (United States)		Fixed-point quantization aware training for on-device keyword-spotting
1009	A	2023-03	arxiv.org/abs/2303.02348v1	Wuhan University; Duke Kunshan University; Alibaba Group (China)		The DKU Post-Challenge Audio-Visual Wake Word Spotting System for the 2021 MISP Challenge: Deep Analysis
1010	A	2023-03	arxiv.org/abs/2303.01812v1	Xiaomi (China)		Unified Keyword Spotting and Audio Tagging on Mobile Devices with Transformers
1011	A	2023-03	10.1121/10.0018566	The University of Texas at Dallas	The Journal of the Acoustical Society of	Fearless Steps APOLLO: Challenges in keyword spotting and topic detection for naturalistic audio streams
1012	C	2023-03	10.1007/s11042-023-14912-1	Kavayitri Bahinabai Chaudhari North Maharashtra University	Multimedia Tools and Applications	A novel optimized deep learning framework to spot keywords and query matching process in Devanagari scripts
1013	A	2023-03	10.1049/cit2.12189	Shenzhen University; Peking University; Peking University Shenzhen Hospital; Hefei University of Technology	CAAI Transactions on Intelligence Techno	On‐device audio‐visual multi‐person wake word spotting
1014	A	2023-02	arxiv.org/abs/2302.13523v2	Northwestern Polytechnical University; China Mobile (China)		VE-KWS: Visual Modality Enhanced End-to-End Keyword Spotting
1015	C	2023-02	arxiv.org/abs/2302.13435v1	Qualcomm (United Kingdom)		Scalable Weight Reparametrization for Efficient Transfer Learning
1016	A	2023-02	arxiv.org/abs/2302.12961v1	Google (United States)		Locale Encoding For Scalable Multilingual Keyword Spotting Models
1017	C	2023-02	10.1016/j.csl.2023.101501	University of Trento; Fondazione Bruno Kessler	Computer Speech & Language	Direct enhancement of pre-trained speech embeddings for speech processing in noisy conditions
1018	C	2023-02	10.1109/delcon57910.2023.10127530	?		Supervised Satellite Image Retrieval using Defined Patterned with ASMC
1019	A	2023-02	10.1109/icai58407.2023.10136648	Vaughn College of Aeronautics and Technology; National University of Sciences and Technology		Convolutional Neural Networks for Deep Spoken Keyword Spotting
1020	C	2023-02	arxiv.org/abs/2302.10441v1	University of Tennessee at Knoxville; Intuit (United States)		Speech Privacy Leakage from Shared Gradients in Distributed Learning
1021	C	2023-02	10.48550/arxiv.2302.10856	?	arXiv (Cornell University)	Overview of the TREC 2021 Fair Ranking Track
1022	A	2023-02	10.1109/isscc42615.2023.10067808	Samsung (South Korea); University of Michigan		A $1.5\mu\mathrm{W}$ End-to-End Keyword Spotting SoC with Content-Adaptive Frame Sub-Sampling and Fast-Settling Analog Frontend
1023	C	2023-02	10.1109/isscc42615.2023.10067335	MediaTek (Taiwan); MediaTek (Singapore)		7.6 A 70.85-86.27TOPS/W PVT-Insensitive 8b Word-Wise ACIM with Post-Processing Relaxation
1024	N	2023-02	arxiv.org/abs/2302.08950v3	?		Handling the Alignment for Wake Word Detection: A Comparison Between Alignment-Based, Alignment-Free and Hybrid Approaches
1025	N	2023-02	arxiv.org/abs/2302.05907v3	The University of Tokyo; Sony Computer Science Laboratories		LipLearner: Customizable Silent Speech Interactions on Mobile Devices
1026	C	2023-02	10.48550/arxiv.2302.05558	?	arXiv (Cornell University)	Overview of the TREC 2022 Fair Ranking Track
1027	C	2023-02	10.3390/s23041843	Vicomtech	Sensors	Novel Speech Recognition Systems Applied to Forensics within Child Exploitation: Wav2vec2.0 vs. Whisper
1028	B	2023-02	arxiv.org/abs/2302.02042v1	Texas A&M University; Rutgers, The State University of New Jersey		BarrierBypass: Out-of-Sight Clean Voice Command Injection Attacks through Physical Barriers
1029	C	2023-02	10.1111/ecaf.12567	City, University of London	Economic Affairs	The Federal Reserve: A new history By Robert LHetzel, University of Chicago Press. 2022. pp. 696. £42.74 (hbk). ISBN: 978–0226821658. £28.80 (ebk). ISBN: 978–0226821665
1030	B	2023-01	10.3390/electronics12030705	Pohang University of Science and Technology	Electronics	Supervised Contrastive Learning for Voice Activity Detection
1031	A	2023-01	arxiv.org/abs/2301.09962v1	University of Groningen		A Comparison of Temporal Encoders for Neuromorphic Keyword Spotting with Few Neurons
1032	A	2023-01	10.1109/slt54892.2023.10023254	?	2022 IEEE Spoken Language Technology Wor	Speed-Robust Keyword Spotting Via Soft Self-Attention on Multi-Scale Features
1033	A	2023-01	10.1109/slt54892.2023.10022697	National Taiwan University; Intelligent Health (United Kingdom)	2022 IEEE Spoken Language Technology Wor	On the Efficiency of Integrating Self-Supervised Learning and Meta-Learning for User-Defined Few-Shot Keyword Spotting
1034	A	2023-01	10.1109/slt54892.2023.10022358	Marche Polytechnic University; Amazon (United States)	2022 IEEE Spoken Language Technology Wor	Implicit Acoustic Echo Cancellation for Keyword Spotting and Device-Directed Speech Detection
1035	C	2023-01	10.1109/slt54892.2023.10022374	Korea University	2022 IEEE Spoken Language Technology Wor	Efficient Dynamic Filter For Robust and Low Computational Feature Extraction
1036	C	2023-01	arxiv.org/abs/2301.03012v1	?	arXiv (Cornell University)	Analyzing the Representational Geometry of Acoustic Word Embeddings
1037	C	2023-01	10.1109/iceconf57129.2023.10084243	Hindustan Institute of Technology and Science		Development of Interactive Visual Recognition Assistant Bot
1038	A	2023-01	10.1109/taslp.2023.3284523	Chinese Academy of Sciences; Institute of Microelectronics; University of Chinese Academy of Sciences	IEEE/ACM Transactions on Audio Speech an	Multilingual Customized Keyword Spotting Using Similar-Pair Contrastive Learning
1039	A	2023-01	10.1109/access.2023.3314191	Pusan National University	IEEE Access	Joint Framework of Curriculum Learning and Knowledge Distillation for Noise-Robust and Small-Footprint Keyword Spotting
1040	A	2023-01	10.1109/access.2023.3280477	?	IEEE Access	Evaluating Robustness to Noise and Compression of Deep Neural Networks for Keyword Spotting
1041	A	2023-01	10.32782/2663-5941/2023.3.1/19	?	Scientific notes of Taurida National V I	ASSESSMENT OF THE EFFICIENCY OF KEYWORD SPOTTING IN VOICE SIGNALS
1042	A	2023-01	10.1109/ojsscs.2023.3312354	Southeast University; Johns Hopkins University; Nanjing University of Aeronautics and Astronautics	IEEE Open Journal of the Solid-State Cir	A 3.8-μW 10-Keyword Noise-Robust Keyword Spotting Processor Using Symmetric Compressed Ternary-Weight Neural Networks
1043	A	2023-01	10.1007/978-3-031-48312-7_9	Indian Institute of Information Technology Sri City; International Institute of Information Technology, Hyderabad; Centre for Development of Advanced Computing; National Institute of Technology Manipur	Lecture notes in computer science	Study of Various End-to-End Keyword Spotting Systems on the Bengali Language Under Low-Resource Condition
1044	A	2023-01	10.1007/978-3-031-39144-6_11	Fraunhofer Institute for Intelligent Analysis and Information Systems; Fraunhofer Institute for Digital Media Technology	Communications in computer and informati	Examining Speaker and Keyword Uniqueness: Partitioning Keyword Spotting Datasets for Federated Learning with the Largest Differencing Method
1045	A	2023-01	10.1063/5.0110371	Universiti Brunei Darussalam	AIP conference proceedings	Speech dataset of Kadazan digits for keyword spotting
1046	A	2023-01	10.1007/978-981-99-1203-2_6	National Institute of Technology Rourkela; Vellore Institute of Technology University	Lecture notes in networks and systems	Small-Footprint Keyword Spotting in Smart Home IoT Devices
1047	A	2023-01	10.1007/978-3-031-48312-7_28	National Institute of Technology Nagaland	Lecture notes in computer science	Improvement of Audio-Visual Keyword Spotting System Accuracy Using Excitation Source Feature
1048	N	2023-01	10.1007/978-3-031-45461-5_12	University of Salerno	Lecture notes in computer science	Estimating the Optimal Training Set Size of Keyword Spotting for Historical Handwritten Document Transcription
1049	C	2023-01	10.1109/mcas.2023.3267893	?	IEEE Circuits and Systems Magazine	Continuous-Time Analog Filters for Audio Edge Intelligence: Review on Circuit Designs [Feature]
1050	C	2023-01	10.1007/978-3-031-26066-7_23	University of Salerno; STMicroelectronics (Italy)	Lecture notes in electrical engineering	A 0.8 mW TinyML-Based PDM-to-PCM Conversion for In-Sensor KWS Applications
1051	C	2023-01	10.1007/978-3-031-48309-7_42	National Institute of Technology Patna	Lecture notes in computer science	Addressing Effects of Formant Dispersion and Pitch Sensitivity for the Development of Children’s KWS System
1052	C	2023-01	10.11834/jig.221112	?	Journal of Image and Graphics	文档智能分析与识别前沿：回顾与展望
1053	C	2023-01	10.14209/sbrt.2023.1570915295	Robust Chip (United States); Associação de Assistência à Criança Deficiente; KWS (United Kingdom)		Rede Convolucional Deformável Aplicada a Sistemas de KWS Robusto ao Ruído
1054	C	2023-01	10.1007/978-3-031-34586-9_26	Vicomtech	Lecture notes of the Institute for Compu	Knowledge-Driven Dialogue and Visual Perception for Smart Orofacial Rehabilitation
1055	C	2023-01	10.7302/8350	?	Deep Blue (University of Michigan)	Compute- and Process-in-Memory Modules for Machine Learning and Neuromorphic Computing
1056	N	2023-01	10.1051/e3sconf/202339904050	Shri Venkateshwara University; National Pedagogical University of Uzbekistan	E3S Web of Conferences	Hand Gesture and Voice Assistants
1057	C	2023-01	10.1007/978-981-99-1354-1_10	Tiangong University; Guizhou Normal University; Guangzhou University	Communications in computer and informati	A Multimodal Activation Detection Model for Wake-Free Robots
1058	A	2023-01	10.1007/978-3-031-47665-5_28	University of West Bohemia in Pilsen	Lecture notes in computer science	Transformer-Based Encoder-Encoder Architecture for Spoken Term Detection
1059	C	2023-01	10.1007/978-3-031-37706-8_23	University of Pennsylvania; Allen Institute	Lecture notes in computer science	Synthesizing Trajectory Queries from Examples
1060	C	2023-01	10.1007/978-3-031-34147-2_14	Comisión de Investigaciones Científicas; Universidad Nacional del Sur	Communications in computer and informati	A Query-By-Example Approach to Compose SPARQL Queries in the GF Framework for Ontology-Based Data Access
1061	C	2023-01	10.1007/978-3-031-42935-4_2	Université de Bretagne Occidentale; Laboratoire des Sciences et Techniques de l’Information de la Communication et de la Connaissance; IMT Atlantique; Centre National de la Recherche Scientifique	Lecture notes in computer science	Diversifying Top-k Answers in a Query by Example Setting
1062	C	2023-01	10.18653/v1/2023.findings-acl.144	University of Zagreb		On Dataset Transferability in Active Learning for Transformers
1063	C	2023-01	10.1007/978-3-031-46994-7_19	University of St Andrews; Centro de Investigación Científica y de Educación Superior de Ensenada	Lecture notes in computer science	Similarity Search with Multiple-Object Queries
1064	N	2023-01	10.1007/978-3-031-27818-1_5	Charles University	Lecture notes in computer science	Less Is More: Similarity Models for Content-Based Video Retrieval
1065	C	2023-01	10.1007/978-3-658-39661-9_5	Steinbeis Foundation		Evaluation of the Results
1066	C	2023-01	https://repository.kpi.kharkov.ua/handle/KhPI-Press/78655	?	eNTUKhPIIR Repository (Kharkiv Polytechn	Методичні вказівки до виконання лабораторної роботи "Створення запитів з використанням режиму QBE"
1067	C	2023-01	10.4230/lipics.cpm.2023.12	University of Wrocław; Institute of Computer Science; Institut national de recherche en sciences et technologies du numérique; Institut de Recherche en Informatique et Systèmes Aléatoires	arXiv (Cornell University)	Compressed Indexing for Consecutive Occurrences
1068	C	2022-12	10.1109/jstars.2022.3233105	University of Siegen; Universitatea Națională de Știință și Tehnologie Politehnica București; Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR)	IEEE Journal of Selected Topics in Appli	Query by Example in Remote Sensing Image Archive Using Enhanced Deep Support Vector Data Description
1069	C	2022-12	10.1109/jssc.2022.3227246	Columbia University	IEEE Journal of Solid-State Circuits	Ultra-Low-Power and Compact-Area Analog Audio Feature Extraction Based on Time-Mode Analog Filterbank Interpolation and Time-Mode Analog Rectification
1070	A	2022-12	arxiv.org/abs/2212.10103v1	?	arXiv (Cornell University)	VSVC: Backdoor attack against Keyword Spotting based on Voiceprint Selection and Voice Conversion
1071	C	2022-12	10.1109/honet56683.2022.10019106	University of North Carolina at Charlotte		Robotic System Control using Embedded Machine Learning and Speech Recognition
1072	C	2022-12	10.1109/bigdata55660.2022.10021081	North Carolina State University	2022 IEEE International Conference on Bi	KGIQ: Scalable Translation of User-Specified Examples into Knowledge-Graph Queries
1073	C	2022-12	http://www.theses.fr/2022ULILN038/document	Laboratoire d’Informatique et Systèmes	theses.fr (ABES)	Multiplication de vecteur-matrice à signaux mixtes dans la mémoire à très faible consommation pour l’apprentissage machine embarqué
1074	C	2022-12	10.70675/18f51d1ez3ec1z4db5z98f9z5ac0c457ab36	Université de Lille		Mixed-signal in-memory matrix-vector multiplication for ultra-low power embedded machine learning
1075	N	2022-12	arxiv.org/abs/2212.07700v3	Scuola Superiore Sant'Anna	Future Generation Computer Systems	Colab NAS: Obtaining lightweight task-specific convolutional neural networks following Occam's razor
1076	A	2022-12	10.24406/publica-fhg-368045	?	Fraunhofer-Publica (Fraunhofer-Gesellsch	Spoken term detection on German speech data
1077	A	2022-12	10.1109/iscslp57327.2022.10038031	Shanghai Jiao Tong University	2022 13th International Symposium on Chi	Speaking style compensation on synthetic audio for robust keyword spotting
1078	A	2022-12	10.1109/iscslp57327.2022.10038235	?	2022 13th International Symposium on Chi	Multi-Resolution Stacked 1D-CNN for Small-Footprint keyword Spotting with Two-Stage Detection
1079	B	2022-12	10.5281/zenodo.7316592	?	Ghent University Academic Bibliography (	Attention-based audio embeddings for query-by-example
1080	A	2022-12	10.1109/iedm45625.2022.10019450	Applied Materials (United States); University of Michigan	2022 International Electron Devices Meet	Demonstration of a Multi-Level μA-Range Bulk Switching ReRAM and its Application for Keyword Spotting
1081	N	2022-12	10.1007/s44196-022-00169-3	Jadavpur University; Universidad de Guadalajara	International Journal of Computational I	Correction: Z-Transform-Based Profile Matching to Develop a Learning-Free Keyword Spotting Method for Handwritten Document Images
1082	C	2022-12	10.1109/icmla55696.2022.00255	German Research Centre for Artificial Intelligence; Florida Institute of Technology		A Novel Multimodal Situated Spoken Dialog System for Human Robot Communication in Emergency Evacuation
1083	C	2022-12	10.1016/j.ins.2022.11.119	Deakin University; HUTECH University; Ho Chi Minh City University of Technology; Griffith University	Information Sciences	Example-based explanations for streaming fraud detection on graphs
1084	C	2022-12	10.48550/arxiv.2212.00749	?	arXiv (Cornell University)	Multimodal Query-guided Object Localization
1085	C	2022-11	arxiv.org/abs/2211.17246v2	?		Pex: Memory-efficient Microcontroller Deep Learning through Partial Execution
1086	C	2022-11	10.1145/3568562.3568606	University of Fribourg; HES-SO Fribourg; École Pratique des Hautes Études		Retrieving Keywords in Historical Vietnamese Stele Images Without Human Annotations
1087	C	2022-11	arxiv.org/abs/2211.15254v1	?	arXiv (Cornell University)	Learnable Front Ends Based on Temporal Modulation for Music Tagging
1088	C	2022-11	10.3389/fnins.2022.1018006	Technische Universität Dresden; Centre for Tactile Internet with Human-in-the-Loop	Frontiers in Neuroscience	E-prop on SpiNNaker 2: Exploring online learning in spiking RNNs on neuromorphic hardware
1089	A	2022-11	10.1109/impact55510.2022.10029228	Aligarh Muslim University; STMicroelectronics (India)		Voice Keyword Spotting on Edge Devices
1090	C	2022-11	arxiv.org/abs/2211.13189v2	University of Surrey	IEEE/ACM Transactions on Audio Speech an	ASiT: Local-Global Audio Spectrogram vIsion Transformer for Event Classification
1091	A	2022-11	arxiv.org/abs/2211.10565v2	The University of Texas at Dallas; Aalborg University; Oticon Medical (Denmark)		Filterbank Learning for Noise-Robust Small-Footprint Keyword Spotting
1092	C	2022-11	arxiv.org/abs/2211.09273v4	Syracuse University	Proceedings of the ACM on Interactive Mo	Privacy against Real-Time Speech Emotion Detection via Acoustic Adversarial Evasion of Machine Learning
1093	A	2022-11	10.1109/iccke57176.2022.9960092	Shahid Beheshti University		Robat-e-Beheshti: A Persian Wake Word Detection Dataset for Robotic Purposes
1094	A	2022-11	arxiv.org/abs/2211.08697v1	?	arXiv (Cornell University)	PBSM: Backdoor attack against Keyword spotting based on pitch boosting and sound masking
1095	A	2022-11	arxiv.org/abs/2211.06987v2	Beihang University	IEEE Transactions on Neural Networks and	BiFSMNv2: Pushing Binary Neural Networks for Keyword Spotting to Real-Network Performance
1096	A	2022-11	arxiv.org/abs/2211.06478v1	Google (United States)		Exploring Sequence-to-Sequence Transformer-Transducer Models for Keyword Spotting
1097	A	2022-11	10.1109/apccas55924.2022.10090360	University of Macau		Design and Implementation of a Low Power Switched-Capacitor-Based Analog Feature Extractor for Voice Keyword Spotting
1098	A	2022-11	10.1109/apccas55924.2022.10090286	?		Thermometer Code of Log Mel-Frequency Spectral Coefficient for BNN-based Keyword Spotting System
1099	C	2022-11	10.1109/icot56925.2022.10008156	National Cheng Kung University; National Pingtung University; National Pingtung University of Science and Technology		A Friendly Interface Medical Service Robot with Fault-tolerant Voice Recognition and Mobile Phone Remote Control
1100	A	2022-11	arxiv.org/abs/2211.04635v1	?	arXiv (Cornell University)	LiCo-Net: Linearized Convolution Network for Hardware-efficient Keyword Spotting
1101	A	2022-11	10.21437/iberspeech.2022-27	Aalborg University; Oticon Medical (Denmark)		An Experimental Study on Light Speech Features for Small-Footprint Keyword Spotting
1102	A	2022-11	arxiv.org/abs/2211.03371v1	?		Hi,KIA: A Speech Emotion Recognition Dataset for Wake-Up Words
1103	A	2022-11	10.23919/apsipaasc55919.2022.9980299	University of Science and Technology of China	2022 Asia-Pacific Signal and Information	A Novel Approach to Structured Pruning of Neural Network for Designing Compact Audio-Visual Wake Word Spotting System
1104	A	2022-11	10.23919/apsipaasc55919.2022.9980177	Iwate Prefectural University; National Institute of Advanced Industrial Science and Technology	2022 Asia-Pacific Signal and Information	Frame-Level Matching Scheme Using Posteriorgram Probability Distance of Spoken Data to Improve Search Accuracy of Spoken Term Detection
1105	C	2022-11	arxiv.org/abs/2211.02227v2	?	arXiv (Cornell University)	Integrated Parameter-Efficient Tuning for General-Purpose Audio Models
1106	C	2022-11	10.5281/zenodo.7286886	University of Klagenfurt	Zenodo (CERN European Organization for N	Evaluating Datalog Tools for Meta-reasoning over OWL 2 QL
1107	C	2022-11	arxiv.org/abs/2211.01515v2	University of Maryland, College Park; Indian Institute of Technology Madras		MAST: Multiscale Audio Spectrogram Transformers
1108	C	2022-11	arxiv.org/abs/2211.01413v2	Infineon Technologies (United States); University of Maryland, Baltimore County		Harnessing the Power of Explanations for Incremental Training: A LIME-Based Approach
